3.747132984604493178e+00,8.618603707207658005e+00,5.980135680381756913e+00,8.188239221813828905e+00
7.825389983837235164e+00,2.061166530734082070e+00,3.639086739864354492e+00,1.523210018710829949e+00
2.834321474633064497e+00,6.519324441047183782e+00,7.483518188994947806e+00,2.418207984918163689e-01
5.426116181310703723e+00,5.593372449983319505e+00,4.433195684432359229e+00,7.425416672707051191e+00
6.189061545068652137e+00,8.995999129428394525e+00,7.177147227264757401e-01,9.547996308182568725e+00
3.529967378251863686e+00,8.559648777632327565e+00,3.603776376251922819e+00,2.922883569933372172e+00
6.025013234315821364e+00,6.975335169282034009e+00,4.504577559931439268e+00,7.873911545402760837e+00
7.995457816788245076e+00,7.132351930752308888e+00,1.367692347461358926e+00,3.740395897194317421e+00
3.772035124258984240e+00,4.650357712896877160e+00,6.088164035237265459e+00,8.382044178645259080e+00
7.441357413784878361e+00,8.648260162127728634e+00,5.782597547423591777e+00,7.246777299621498969e+00
2.391754744475826922e+00,7.032652269677748258e+00,3.144192209989027376e-01,5.358769498433924028e-01
5.895487558994576105e+00,7.038808598025453556e+00,4.493239412053703141e+00,6.291642940315660404e+00
5.574831336374290736e+00,8.080619666354545316e+00,1.412902733305624325e+00,7.698643781850632806e+00
5.949940486105177229e+00,4.148307508656291276e+00,5.032165396570731364e-01,5.092963479910485702e+00
3.404392236676903050e+00,6.743252309531521327e+00,6.532691801009729460e+00,3.905662658853261693e+00
8.798014349571937842e+00,6.435850521445444450e+00,6.231793871437903753e+00,3.131039208288449949e+00
7.575882520957131661e+00,3.265894122841295211e+00,8.984105448512337944e+00,9.818949335992600780e+00
6.246463052936755744e+00,8.503696424614897609e+00,1.320703522654398387e-01,5.736353307044681493e+00
4.153391417750621706e+00,3.318712671757870769e+00,9.577818131582700900e+00,1.711226483007004529e+00
7.265365893369411410e+00,9.882724789800525045e+00,9.176850315036404027e+00,8.252073382967086701e+00
2.793572662253800409e+00,5.199585555000346915e+00,4.533278969931529012e+00,2.386741300729627646e+00
6.342970992257473739e+00,3.632212369993216505e+00,8.834429764261200191e+00,7.465363996131176627e+00
1.137792754074403723e+00,3.469861127873228313e+00,9.890226365790891094e+00,5.594622448899616352e+00
9.129419736093435933e-01,9.971778901518762339e+00,3.612208700427021135e+00,9.989222841923661278e+00
5.519166878962964873e+00,5.501943370091093577e+00,6.239432804822158118e+00,7.299596007212015181e+00
2.236117657239591328e+00,6.748203489765534968e+00,4.967486246249320558e+00,6.055764599938321169e+00
2.488481060917202559e+00,8.915101933919300947e+00,1.206307954364175261e+00,9.530124243032876308e+00
2.775921270150722986e+00,8.448053661800665637e+00,7.612079301735752423e-01,9.707689953460274523e-02
4.812769570576392653e+00,1.650656162311771036e+00,5.062978784872059990e+00,5.224514139550021419e+00
4.207248646676769788e+00,4.104866471495501656e+00,9.894603674341118094e+00,7.994949321104337869e+00
8.386626777297850666e+00,9.820334379249850087e+00,6.837061821757969504e+00,8.143315119113184508e+00
9.907140793838882686e+00,2.203195572687490777e+00,9.835663488514565955e+00,1.263688055704500490e+00
8.772750888147669457e+00,5.608336458696435933e+00,4.724671784420440446e+00,4.655412151733365533e+00
7.799505083291593976e+00,9.877809183388484016e+00,1.639763943713652417e+00,4.378615726087100590e+00
8.738910681838319761e+00,8.404904881125034422e+00,1.168176347284686223e+00,2.104777669359964243e+00
7.437576862504454489e+00,9.186065906568765982e+00,6.601525511639922961e+00,1.109865786626650364e+00
9.837230810668451397e-02,5.859012399415910011e+00,8.666795068699784110e+00,1.450219312888885170e+00
9.831370859472798429e+00,6.921516887014053765e+00,1.721998821594917795e+00,6.089212442950064030e+00
7.247292218977538170e+00,3.965933597640198816e+00,8.576972812526870271e+00,2.488609576519917876e+00
6.404658968875343028e-01,9.933613953864460555e+00,4.360544913277363044e+00,5.154996094382724436e-01
5.834933163607145090e+00,6.755094643863589710e+00,2.363169961062228097e+00,4.772380063187339871e+00
5.163446377050495695e-01,1.912783428112382333e+00,3.394623432180430278e+00,4.078374658477618375e+00
9.051563421371145779e+00,3.341956646692436639e+00,8.183470171821259243e+00,2.088693403456659325e+00
2.319440079256413156e+00,6.730135231068724799e+00,9.737831543217316366e+00,2.666413781849215958e+00
5.538909464689018236e+00,9.437873593711703535e+00,8.396138688227313907e+00,3.618723218338982583e+00
4.654124268142267873e-02,1.583797541384426300e+00,4.479021048091960111e+00,2.466600511165094822e+00
8.031578157290340414e+00,2.764711026777523450e+00,7.793759893871722966e+00,4.353748138901143427e+00
5.702537771067662575e+00,5.625535693672776283e+00,4.874128358016479368e+00,7.362908575527836064e+00
9.159772188062659026e+00,2.739682109606615956e+00,2.430078509931568043e+00,6.095238224628971579e+00
2.480328132483799131e+00,3.926697260181255533e+00,6.532762210448348483e+00,5.479540861290425724e+00
7.969892497580750579e+00,9.144004984050292606e+00,8.665119862659667049e+00,4.867962813106986530e+00
1.847757224577945001e+00,3.853209033842274422e+00,2.620114873707171110e+00,1.153268143583652261e+00
7.639348915782223415e+00,1.797998446006436879e+00,7.796503849088702864e+00,5.085123521146705627e+00
8.657631272280829293e+00,9.623899808245226950e+00,6.756260677889330601e+00,2.538848648035277655e+00
4.821055570851137340e+00,1.230219048532088522e+00,2.983016876367483583e-02,3.971339538966618399e+00
5.574027322389289552e+00,3.448109707798097112e-01,3.487882352958322496e+00,3.638964777707522913e+00
7.456216006571524169e+00,9.740503958846891130e-01,6.730076966737684074e+00,5.506348222328387720e+00
5.609537061587951179e+00,3.564098400124287913e+00,3.671229269376734550e+00,4.767449287759348842e+00
2.869597736980039393e+00,5.819470448860941669e-01,8.089126114961530334e+00,5.879411879059500912e+00
6.713760010137715284e+00,9.443323432373366799e+00,2.119282261962941227e+00,4.622171770922955503e+00
9.754280286034280323e+00,7.830781835904221388e+00,1.031708889283529107e+00,1.439587025707378398e-01
3.112883286621348500e+00,2.878781092719736812e+00,8.069326213533642544e+00,8.193814804588699374e+00
6.714144281124509561e+00,4.216236984620598705e+00,1.840038676614044189e+00,7.857252628111504045e+00
4.973137677443784099e-01,3.440001127998575381e+00,1.607141141084614810e+00,8.318359924709264774e+00
3.577166128358562958e+00,5.856700104561398668e+00,2.279654568776741108e+00,5.352917576356558627e+00
2.593840638361082362e+00,3.783126637981819584e+00,3.017946695209382746e+00,8.137121577634378156e+00
5.906301762729836646e+00,4.635760629908380004e+00,7.220228574030732815e+00,5.778592411043891985e+00
5.231344109318354363e+00,2.275484206628140882e+00,3.911337795572891185e+00,7.855362699493437795e+00
3.499021044220254062e+00,7.529159801227906179e+00,4.244395646926778731e+00,7.054193139540794633e+00
9.716553019272183178e+00,8.953918887875767396e+00,8.378269970857793680e+00,9.955550067457153318e+00
3.954059774509804726e+00,6.280958220371080092e-01,5.911536001708218357e+00,7.144665205331701685e-01
2.813853316312716402e+00,1.233919653213637613e+00,9.687038486432813400e+00,5.956103288381120464e+00
7.231794598923790840e-01,7.458808557772320214e+00,6.698996007155124666e+00,1.816792241341331771e+00
4.457126496264863569e+00,6.596556071793832743e+00,1.254511862519144261e+00,2.150430391675521857e+00
9.925700368657174977e+00,2.439991327719490677e+00,8.117344222522961061e+00,9.630182718251649732e+00
1.888069798188891646e+00,2.005883234495819067e+00,3.508288741857693793e+00,8.664163822793151226e+00
